,country,region,lead_investors,company_link,img_src,company_name,post_money_value,total_eq_funding
176,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/sambanova-systems,https://images.crunchbase.com/image/upload/t_cb-default-original/y85yyhlbrxjtcow3u9es,SambaNova Systems,$5B,$1B
177,United States,North America,,https://www.crunchbase.com/organization/infinite-reality-d5f5,https://images.crunchbase.com/image/upload/t_cb-default-original/tuazhqw3dbonksit5vix,Infinite Reality,$5B,$350M
178,India,Asia,Vitruvian Partners,https://www.crunchbase.com/organization/pinelabs,https://images.crunchbase.com/image/upload/t_cb-default-original/i40ckfu4rokgepjyv1ss,Pine Labs,$5B,$963M
179,China,Asia,SDIC Fund Management,https://www.crunchbase.com/organization/united-imaging-healthcare,https://images.crunchbase.com/image/upload/t_cb-default-original/ogls0k0nouodysifes4x,United Imaging Healthcare,$5B,$503M
180,Brazil,South America,JP Morgan Chase,https://www.crunchbase.com/organization/c6-bank,https://images.crunchbase.com/image/upload/t_cb-default-original/k6lvv542e4ubhl1bsxte,C6 Bank,$5B,$2B
181,Canada,North America,Capital One Ventures,https://www.crunchbase.com/organization/hopper,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hopper,$5B,$695M
182,India,Asia,"Alpha Wave Global, SoftBank Vision Fund",https://www.crunchbase.com/organization/ofbusiness,https://images.crunchbase.com/image/upload/t_cb-default-original/cxuacw1zjcijxrffpmgg,OfBusiness,$5B,$734M
183,United States,North America,Silicon Valley Bank,https://www.crunchbase.com/organization/icertis,https://images.crunchbase.com/image/upload/t_cb-default-original/qbp43hzae5zml9jnaztm,Icertis,$5B,$291M
184,India,Asia,"CPP Investments, Google",https://www.crunchbase.com/organization/verse-innovations,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VerSe Innovation,$5B,$2B
185,Israel,Asia,,https://www.crunchbase.com/organization/moon-active-ff8c,https://images.crunchbase.com/image/upload/t_cb-default-original/ad52ovgsxdcee5sl61bb,Moon Active,$5B,$0
186,United Kingdom,Europe,Farallon Capital Management,https://www.crunchbase.com/organization/zepz,https://images.crunchbase.com/image/upload/t_cb-default-original/h3hwwgcgvyuyw6ju9zap,Zepz,$5B,$655M
187,China,Asia,Tencent,https://www.crunchbase.com/organization/webank,https://images.crunchbase.com/image/upload/t_cb-default-original/jhpjtafp9mnjdztlfpfy,WeBank,$5B,$183M
188,China,Asia,Trustbridge Partners,https://www.crunchbase.com/organization/wework-china,https://images.crunchbase.com/image/upload/t_cb-default-original/legs2xetfu5yhikk03g3,WeWork China,$5B,$1B
189,China,Asia,Yingke Capital,https://www.crunchbase.com/organization/royole-corporation,https://images.crunchbase.com/image/upload/t_cb-default-original/x4dyafthuckzshuvxbnl,Royole Corporation,$5B,$492M
190,United States,North America,Greenoaks,https://www.crunchbase.com/organization/cockroach-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/hguvdothzqqj8gfvozy8,Cockroach Labs,$5B,$633M
191,India,Asia,Chrys Capital,https://www.crunchbase.com/organization/lenskart-com,https://images.crunchbase.com/image/upload/t_cb-default-original/hmk8o75en6he1bjrvxmh,Lenskart,$5B,$1B
192,Canada,North America,Hellman & Friedman,https://www.crunchbase.com/organization/pointclickcare,https://images.crunchbase.com/image/upload/t_cb-default-original/zjniefusox7m67oebrkm,PointClickCare,$5B,$230M
193,India,Asia,Times Internet,https://www.crunchbase.com/organization/sharechat,https://images.crunchbase.com/image/upload/t_cb-default-original/qzg7khabloppdr1updja,ShareChat,$5B,$2B
194,United States,North America,"Allianz X, Kinetic Partners",https://www.crunchbase.com/organization/coalition-535d,https://images.crunchbase.com/image/upload/t_cb-default-original/i3xg37ahgvecgillfahs,Coalition,$5B,$755M
195,India,Asia,"General Catalyst, Mars Growth Capital",https://www.crunchbase.com/organization/zepto-29b1,https://images.crunchbase.com/image/upload/t_cb-default-original/oeaicaqw8eyses4t4rsq,Zepto,$5B,$2B
196,United States,North America,,https://www.crunchbase.com/organization/safe-superintelligence,https://images.crunchbase.com/image/upload/t_cb-default-original/b6ff26f22c0d4c5c8fec0811038f3e62,Safe Superintelligence,$5B,$1B
197,United States,North America,Founders Fund,https://www.crunchbase.com/organization/neuralink,https://images.crunchbase.com/image/upload/t_cb-default-original/yxdzggbjk9yxhl2g2t1s,Neuralink,$5B,$686M
198,China,Asia,"GAC Group, Li Auto",https://www.crunchbase.com/organization/sunwoda-electric-vehicle-battery,https://images.crunchbase.com/image/upload/t_cb-default-original/fg7cfpdkjwkib6is6fxu,Sunwoda Electric Vehicle Battery,$5B,$2B
199,Philippines,Asia,"Bow Wave Capital Management, Insight Partners",https://www.crunchbase.com/organization/mynt,https://images.crunchbase.com/image/upload/t_cb-default-original/beeddc3637af415b96d143bfe758634b,Mynt,$5B,$475M
200,United States,North America,"Altimeter Capital, Coatue",https://www.crunchbase.com/organization/reify-health,https://images.crunchbase.com/image/upload/t_cb-default-original/q9o2xk71qnfzxhqkz4cr,Reify Health,$5B,$479M
201,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/cerebral,https://images.crunchbase.com/image/upload/t_cb-default-original/zpasv5wt605sdz4vlaop,Cerebral,$5B,$462M
202,Brazil,South America,Andbank,https://www.crunchbase.com/organization/creditas,https://images.crunchbase.com/image/upload/t_cb-default-original/lx73x22xr5qfufhfiavg,Creditas,$5B,$874M
203,China,Asia,Oceanpine Capital,https://www.crunchbase.com/organization/chipone-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/wtxsen0xkphuqojchbmm,Chipone Technology,$5B,$1B
204,France,Europe,TCV,https://www.crunchbase.com/organization/qonto,https://images.crunchbase.com/image/upload/t_cb-default-original/evjkogghyg0krbutxsxw,Qonto,$5B,$710M
205,United States,North America,"ICONIQ Growth, Lightspeed Venture Partners",https://www.crunchbase.com/organization/betterup,https://images.crunchbase.com/image/upload/t_cb-default-original/oynyrfskkqkphrfqlvaq,BetterUp,$5B,$570M
206,United States,North America,,https://www.crunchbase.com/organization/binance-us,https://images.crunchbase.com/image/upload/t_cb-default-original/adkltpebydktmzzcoxal,Binance.US,$5B,$200M
207,Denmark,Europe,Coatue,https://www.crunchbase.com/organization/pleo-company,https://images.crunchbase.com/image/upload/t_cb-default-original/qh866cm1uu3u50ekrqi3,Pleo,$5B,$428M
208,Switzerland,Europe,"Advent International, General Catalyst",https://www.crunchbase.com/organization/sonarsource,https://images.crunchbase.com/image/upload/t_cb-default-original/xusmie9ekue1oflahxkn,Sonar,$5B,$457M
209,United States,North America,"Altimeter, DST Global",https://www.crunchbase.com/organization/scio-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/ueyzxyokg0mquhomugbz,Glean,$5B,$618M
210,United States,North America,Durable Capital Partners,https://www.crunchbase.com/organization/checkr,https://images.crunchbase.com/image/upload/t_cb-default-original/r3uvfvquvuhrmnwqepu8,Checkr,$5B,$679M
211,United States,North America,"Kindred Ventures, T. Rowe Price",https://www.crunchbase.com/organization/color-genomics,https://images.crunchbase.com/image/upload/t_cb-default-original/hh3dzlajco6m7fjolnc4,Color,$5B,$482M
212,China,Asia,China National Building Material,https://www.crunchbase.com/organization/eswi-materials,,Eswin Materials,$5B,$1B
213,United Kingdom,Europe,Ontario Teachers' Pension Plan,https://www.crunchbase.com/organization/lendable,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lendable,$5B,$286M
214,Germany,Europe,Squarepoint Capital,https://www.crunchbase.com/organization/wefox,https://images.crunchbase.com/image/upload/t_cb-default-original/qa0b04yjrkwy7r8rpulx,wefox,$5B,$1B
215,Lithuania,Europe,EQT,https://www.crunchbase.com/organization/vinted,https://images.crunchbase.com/image/upload/t_cb-default-original/ckqpc7owlgvg9qlyy5qe,Vinted,$5B,$562M
216,Brazil,South America,"Movile, Prosus & Naspers",https://www.crunchbase.com/organization/ifood,https://images.crunchbase.com/image/upload/t_cb-default-original/m1pt4ibyojiwpyeijz8e,iFood,$5B,$592M
217,United States,North America,Salesforce Ventures,https://www.crunchbase.com/organization/hugging-face,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hugging Face,$5B,$395M
218,United States,North America,Generation Investment Management,https://www.crunchbase.com/organization/onetrust,https://images.crunchbase.com/image/upload/t_cb-default-original/znu9kukpffzxru5tmn5y,OneTrust,$5B,$1B
219,United States,North America,"Accel, T. Rowe Price",https://www.crunchbase.com/organization/socure,https://images.crunchbase.com/image/upload/t_cb-default-original/bepzxiifhuplmmdupq7x,Socure,$5B,$647M
220,China,Asia,Tencent,https://www.crunchbase.com/organization/vipkid,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VIPKID,$5B,$1B
221,China,Asia,ByteDance,https://www.crunchbase.com/organization/manner-737c,https://images.crunchbase.com/image/upload/t_cb-default-original/kqxqbj2vkokke6zfyh2x,Manner,$5B,$0
